datetime,q,c,datetime_MST
2024-11-04 23:59:00,-0.1104486250792489,0.01237759395112603,2024-11-04 16:59:00
2024-11-05 00:14:00,-0.11003958652923297,0.012346022336301578,2024-11-04 17:14:00
2024-11-05 00:29:00,-0.10959430329847006,0.012306813396050493,2024-11-04 17:29:00
2024-11-05 00:44:00,-0.10911312907647142,0.0122605562086472,2024-11-04 17:44:00
2024-11-05 00:59:00,-0.10859589952885615,0.012208295516316482,2024-11-04 17:59:00
2024-11-05 01:14:00,-0.10806358011502813,0.012150966332442625,2024-11-04 18:14:00
2024-11-05 01:29:00,-0.10751681228621393,0.012089315032594047,2024-11-04 18:29:00
2024-11-05 01:44:00,-0.10695750326999376,0.012024271804360736,2024-11-04 18:44:00
2024-11-05 01:59:00,-0.10638956780534316,0.011956661403425049,2024-11-04 18:59:00
2024-11-05 02:14:00,-0.10581997454105842,0.011887103598410588,2024-11-04 19:14:00
2024-11-05 02:29:00,-0.10525957200632106,0.01181621923551308,2024-11-04 19:29:00
2024-11-05 02:44:00,-0.10472341634496955,0.011744466692629551,2024-11-04 19:44:00
2024-11-05 02:59:00,-0.10423095348805833,0.01167251983206393,2024-11-04 19:59:00
2024-11-05 03:14:00,-0.10377953677063119,0.011600975397064572,2024-11-04 20:14:00
2024-11-05 03:29:00,-0.10337129225626447,0.01153023571558244,2024-11-04 20:29:00
2024-11-05 03:44:00,-0.10301394807846274,0.011460723856465016,2024-11-04 20:44:00
2024-11-05 03:59:00,-0.10272038608361281,0.011392712743993375,2024-11-04 20:59:00
2024-11-05 04:14:00,-0.10248041061736991,0.011326537702635102,2024-11-04 21:14:00
2024-11-05 04:29:00,-0.10228965243904153,0.01126240557207384,2024-11-04 21:29:00
2024-11-05 04:44:00,-0.10215050720305151,0.011200592419148009,2024-11-04 21:44:00
2024-11-05 04:59:00,-0.10207220471789938,0.011141256633647945,2024-11-04 21:59:00
2024-11-05 05:14:00,-0.10207090051172485,0.011084637823481581,2024-11-04 22:14:00
2024-11-05 05:29:00,-0.10213861331890944,0.011030683155085472,2024-11-04 22:29:00
2024-11-05 05:44:00,-0.10227473977319376,0.010979370980919237,2024-11-04 22:44:00
2024-11-05 05:59:00,-0.10248595562784016,0.010930831776454982,2024-11-04 22:59:00
2024-11-05 06:14:00,-0.1027848006878734,0.0108849434498176,2024-11-04 23:14:00
2024-11-05 06:29:00,-0.10315778742409447,0.010841672749510601,2024-11-04 23:29:00
2024-11-05 06:44:00,-0.10359803167579387,0.010801168835042625,2024-11-04 23:44:00
2024-11-05 06:59:00,-0.10410476271709261,0.0107633372684939,2024-11-04 23:59:00
2024-11-05 07:14:00,-0.10468393696703004,0.010728171229077958,2024-11-05 00:14:00
2024-11-05 07:29:00,-0.10534744749976026,0.010695858444544189,2024-11-05 00:29:00
2024-11-05 07:44:00,-0.10607840296662448,0.010666352362521633,2024-11-05 00:44:00
2024-11-05 07:59:00,-0.10686560154663448,0.010639488452842526,2024-11-05 00:59:00
2024-11-05 08:14:00,-0.10770380200540684,0.010615148133643528,2024-11-05 01:14:00
2024-11-05 08:29:00,-0.1085934258377811,0.01059322970392299,2024-11-05 01:29:00
2024-11-05 08:44:00,-0.1095400038146844,0.010573482416596164,2024-11-05 01:44:00
